Tanggal,Kode_wilayah,Wilayah,Stasiun,Temperatur_rata-rata,Kelembapan_rata-rata,Curah_hujan, Lamanya_penyinaran_matahari ,Kecepatan_angin_rata-rata,Kategori_Curah_Hujan,Klasifikasi
6/21/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,29.5,79,0,7.1,2,Tidak Hujan,Normal
6/22/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,29.6,80,0,7.3,2,Tidak Hujan,Normal
6/23/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,29.8,78,0,6.7,2,Tidak Hujan,Normal
6/24/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,28.7,84,3.5,7.2,1,Hujan Sedang,Normal
6/25/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,28.8,86,2,7.7,2,Hujan Sedang,Normal
6/26/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,28.5,83,1.5,6.2,1,Hujan Sedang,Normal
6/27/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,28.8,80,9.5,8.6,2,Hujan Sedang,Normal
6/28/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,28.8,74,0,7.9,2,Tidak Hujan,Normal
6/29/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,28.9,79,36.7,8.9,1,Hujan Sedang,La Niña
6/30/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,29.2,76,0,8.2,2,Tidak Hujan,Normal
7/1/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,29.5,79,0,7.3,1,Tidak Hujan,Normal
7/2/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,29.4,79,0,5.2,1,Tidak Hujan,Normal
7/3/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,29.3,78,0,1.7,1,Tidak Hujan,Normal
7/4/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,29.2,76,0,5.1,3,Tidak Hujan,Normal
7/5/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,29.4,77,0,8.6,1,Tidak Hujan,Normal
7/6/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,27.9,84,0,8.2,1,Tidak Hujan,Normal
7/7/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,27.3,88,5.5,0.1,1,Hujan Sedang,Normal
7/8/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,28.2,81,4.3,1.7,2,Hujan Sedang,Normal
7/9/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,28.9,78,0,3,4,Tidak Hujan,Normal
7/10/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,29.3,79,0,6.5,4,Tidak Hujan,Normal
7/11/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,28.9,76,0,6.2,2,Tidak Hujan,Normal
7/12/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,29.2,79,1.5,8.7,1,Hujan Sedang,Normal
7/13/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,29.2,75,0,8.3,1,Tidak Hujan,Normal
7/14/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,29.4,74,0,5.5,2,Tidak Hujan,Normal
7/15/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,29.2,78,0,9.3,1,Tidak Hujan,Normal
7/16/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,29.1,77,0,6.3,2,Tidak Hujan,Normal
7/17/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,29,75,0,7.4,2,Tidak Hujan,Normal
7/18/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,29,71,0,9.1,3,Tidak Hujan,Normal
7/19/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,29.1,69,0,9.2,2,Tidak Hujan,Normal
7/20/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,28.4,67,0,10.1,1,Tidak Hujan,Normal
7/21/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,29,68,0,6.6,1,Tidak Hujan,Normal
7/22/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,29.1,76,0,6.1,2,Tidak Hujan,Normal
7/23/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,28.9,72,0,8,3,Tidak Hujan,Normal
7/24/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,28.5,82,0,8,1,Tidak Hujan,Normal
7/25/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,28.3,82,0,5.7,1,Tidak Hujan,Normal
7/26/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,28.2,79,0.4,1.3,0,Hujan Sedang,Normal
7/27/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,28.9,76,0,4.2,2,Tidak Hujan,Normal
7/28/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,29,71,0,2.7,3,Tidak Hujan,Normal
7/29/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,28.6,72,0,8.8,3,Tidak Hujan,Normal
7/30/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,28.7,72,0,8.6,3,Tidak Hujan,Normal
7/31/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,28.4,77,0,7.8,3,Tidak Hujan,Normal
8/1/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,29,75,0,8.8,4,Tidak Hujan,Normal
8/2/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,29.7,76,0,9,2,Tidak Hujan,Normal
8/3/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,30,76,0,3.8,3,Tidak Hujan,Normal
8/4/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,29.5,77,0,9,3,Tidak Hujan,Normal
8/5/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,29.3,77,0,5.9,2,Tidak Hujan,Normal
8/6/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,28.9,76,0,9,1,Tidak Hujan,Normal
8/7/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,29.3,77,0,8.5,2,Tidak Hujan,Normal
8/8/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,29,81,0,8.9,3,Tidak Hujan,Normal
8/9/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,29,75,0,8.6,4,Tidak Hujan,Normal
8/10/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,28.5,78,0,9,2,Tidak Hujan,Normal
8/11/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,28.8,83,0,8.6,2,Tidak Hujan,Normal
8/12/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,28.5,74,0,6.5,2,Tidak Hujan,Normal
8/13/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,27.9,77,0,8.7,2,Tidak Hujan,Normal
8/14/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,28.6,77,0,8,3,Tidak Hujan,Normal
8/15/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,28.4,76,0,8.7,2,Tidak Hujan,Normal
8/16/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,28.7,76,0,8.2,2,Tidak Hujan,Normal
8/17/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,28.2,72,0,7.6,2,Tidak Hujan,Normal
8/18/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,28.7,76,0,8.5,2,Tidak Hujan,Normal
8/19/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,28.6,76,0,8.3,3,Tidak Hujan,Normal
8/20/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,29.3,74,0,8.6,3,Tidak Hujan,Normal
8/21/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,29.3,72,0,8.1,3,Tidak Hujan,Normal
8/22/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,29,72,0,7.6,2,Tidak Hujan,Normal
8/23/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,28.8,71,0,8.1,3,Tidak Hujan,Normal
8/24/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,29.2,74,0,9,3,Tidak Hujan,Normal
8/25/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,28.9,76,0,8.9,2,Tidak Hujan,Normal
8/26/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,28.9,79,0,8.6,2,Tidak Hujan,Normal
8/27/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,29.3,79,0,8.1,2,Tidak Hujan,Normal
8/28/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,28.9,74,0,5.5,2,Tidak Hujan,Normal
8/29/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,28.9,74,0,5.9,3,Tidak Hujan,Normal
8/30/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,28.6,76,0,8.8,3,Tidak Hujan,Normal
8/31/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,28.5,77,0,9,1,Tidak Hujan,Normal
9/1/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,28.2,74,0,8.3,1,Tidak Hujan,Normal
9/2/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,29.1,74,0,8.5,3,Tidak Hujan,Normal
9/3/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,29.1,74,0.2,7.7,2,Hujan Sedang,Normal
9/4/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,28.3,67,0,6.7,2,Tidak Hujan,Normal
9/5/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,28.2,68,0,7.4,3,Tidak Hujan,Normal
9/6/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,28.9,73,0,9.3,2,Tidak Hujan,Normal
9/7/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,28.8,73,0,9.2,2,Tidak Hujan,Normal
9/8/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,29.1,77,0,9.3,3,Tidak Hujan,Normal
9/9/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,29.1,77,0,8.7,2,Tidak Hujan,Normal
9/10/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,28.9,71,0,8.2,2,Tidak Hujan,Normal
9/11/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,29.8,72,0,7.7,2,Tidak Hujan,Normal
9/12/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,29.8,70,0,9.1,3,Tidak Hujan,Normal
9/13/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,29.2,74,0,9.5,2,Tidak Hujan,Normal
9/14/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,28.9,68,0,8.3,2,Tidak Hujan,Normal
9/15/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,29.5,66,0,9,3,Tidak Hujan,Normal
9/16/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,29.1,72,0,9.4,2,Tidak Hujan,Normal
9/17/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,29.1,73,0,9.6,2,Tidak Hujan,Normal
9/18/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,29.3,75,0,8.1,1,Tidak Hujan,Normal
9/19/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,29.8,75,0,7.9,2,Tidak Hujan,Normal
9/20/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,29.5,73,0,7.4,2,Tidak Hujan,Normal
9/21/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,29.3,74,0,7.7,2,Tidak Hujan,Normal
9/22/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,29,70,2.5,7,2,Hujan Sedang,Normal
9/23/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,29.1,68,0,8.9,2,Tidak Hujan,Normal
9/24/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,29.3,76,0,4.6,1,Tidak Hujan,Normal
9/25/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,29.2,70,0,7.6,2,Tidak Hujan,Normal
9/26/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,29.6,69,0,9.4,2,Tidak Hujan,Normal
9/27/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,29.5,66,0,9.1,3,Tidak Hujan,Normal
9/28/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,30.3,61,0,8.5,4,Tidak Hujan,Normal
9/29/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,30.8,70,0,7.8,2,Tidak Hujan,Normal
9/30/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,29.5,72,0,9.6,2,Tidak Hujan,Normal
10/1/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,29.3,74,0,8.9,2,Tidak Hujan,Normal
10/2/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,29.5,74,0,7.7,2,Tidak Hujan,Normal
10/3/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,29.5,69,0,7.4,2,Tidak Hujan,Normal
10/4/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,29.3,74,0,8.2,3,Tidak Hujan,Normal
10/5/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,29.8,75,0,9.5,3,Tidak Hujan,Normal
10/6/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,30.1,76,0,9.6,1,Tidak Hujan,Normal
10/7/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,30.1,78,0,8.9,2,Tidak Hujan,Normal
10/8/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,30,75,0,8.9,3,Tidak Hujan,Normal
10/9/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,29.8,76,0,8.7,3,Tidak Hujan,Normal
10/10/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,30.5,77,0,7.9,3,Tidak Hujan,Normal
10/11/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,30.3,75,0,7.7,2,Tidak Hujan,Normal
10/12/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,30.3,77,0,6.1,2,Tidak Hujan,Normal
10/13/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,30.6,77,0,8.1,2,Tidak Hujan,Normal
10/14/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,30.4,72,0,7.3,2,Tidak Hujan,Normal
10/15/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,30.9,70,0,8.4,3,Tidak Hujan,Normal
10/16/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,30.1,76,0,7.5,2,Tidak Hujan,Normal
10/17/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,31,72,0,9.5,3,Tidak Hujan,Normal
10/18/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,30.6,69,0,7.8,3,Tidak Hujan,Normal
10/19/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,30,74,0,9.5,3,Tidak Hujan,Normal
10/20/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,29.7,78,0,8.9,2,Tidak Hujan,Normal
10/21/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,30,75,0,8.1,2,Tidak Hujan,Normal
10/22/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,30.4,74,0,9.5,1,Tidak Hujan,Normal
10/23/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,0,0,0,0,0,Tidak Hujan,Normal
10/24/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,29.9,74,0,7.7,2,Tidak Hujan,Normal
10/25/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,30.2,72,0,6.5,2,Tidak Hujan,Normal
10/26/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,30.3,78,0,6,1,Tidak Hujan,Normal
10/27/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,29.9,78,0,9.2,2,Tidak Hujan,Normal
10/28/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,30.3,78,0,8.8,3,Tidak Hujan,Normal
10/29/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,29.7,77,0,9.4,1,Tidak Hujan,Normal
10/30/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,31,75,0,9.5,2,Tidak Hujan,Normal
10/31/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,30.6,78,0,9.4,2,Tidak Hujan,Normal
11/1/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,30.2,78,2.5,8.9,2,Hujan Sedang,Normal
11/2/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,30.8,77,0,6.4,1,Tidak Hujan,Normal
11/3/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,30.8,77,0,9,2,Tidak Hujan,Normal
11/4/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,28.9,83,0,8,2,Tidak Hujan,Normal
11/5/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,29.3,82,7.5,6.2,2,Hujan Sedang,Normal
11/6/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,30.3,79,0.2,3.4,2,Hujan Sedang,Normal
11/7/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,30.6,79,0,7.9,2,Tidak Hujan,Normal
11/8/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,30.8,78,0,8.5,2,Tidak Hujan,Normal
11/9/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,30.3,79,0,8,2,Tidak Hujan,Normal
11/10/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,29.6,82,0,8,2,Tidak Hujan,Normal
11/11/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,29.4,83,10.7,4.2,2,Hujan Sedang,Normal
11/12/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,30.2,80,0,4.1,1,Tidak Hujan,Normal
11/13/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,31.3,77,0,8.6,2,Tidak Hujan,Normal
11/14/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,29.4,83,0,9,2,Tidak Hujan,Normal
11/15/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,29.9,82,31.2,6,1,Hujan Sedang,La Niña
11/16/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,30,81,0,7.2,1,Tidak Hujan,Normal
11/17/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,30.3,82,29.5,8.8,2,Hujan Sedang,La Niña
11/18/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,29.9,80,0,6.7,1,Tidak Hujan,Normal
11/19/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,30.4,79,0,7,2,Tidak Hujan,Normal
11/20/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,31.2,76,0,8.8,2,Tidak Hujan,Normal
11/21/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,30.4,80,0,6.6,2,Tidak Hujan,Normal
11/22/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,30.7,78,30.5,9.3,2,Hujan Sedang,La Niña
11/23/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,29.6,84,0,3.1,1,Tidak Hujan,Normal
11/24/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,28.6,86,0,0.5,1,Tidak Hujan,Normal
11/25/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,26.1,94,26,2,1,Hujan Sedang,La Niña
11/26/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,29,84,35.5,0,1,Hujan Sedang,La Niña
11/27/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,28.3,86,12,6.2,1,Hujan Sedang,Normal
11/28/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,29.5,82,0,0,2,Tidak Hujan,Normal
11/29/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,29.3,84,0.2,2.5,2,Hujan Sedang,Normal
11/30/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,28.4,87,18.3,8.4,1,Hujan Sedang,La Niña
12/1/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,27.2,90,3,3.8,2,Hujan Sedang,Normal
12/2/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,29.5,84,1.5,0,2,Hujan Sedang,Normal
12/3/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,28.8,85,0,6.8,2,Tidak Hujan,Normal
12/4/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,27,88,2.3,3.2,1,Hujan Sedang,Normal
12/5/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,29.7,81,0,0,2,Tidak Hujan,Normal
12/6/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,29.7,81,0,7.3,2,Tidak Hujan,Normal
12/7/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,29.4,82,0,7.4,2,Tidak Hujan,Normal
12/8/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,29.8,81,0,1.5,2,Tidak Hujan,Normal
12/9/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,29.2,84,0,5.9,1,Tidak Hujan,Normal
12/10/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,29.1,85,0,0.6,2,Tidak Hujan,Normal
12/11/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,30.4,80,0,0,2,Tidak Hujan,Normal
12/12/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,30.3,78,0,9.2,2,Tidak Hujan,Normal
12/13/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,30.6,79,0,6,2,Tidak Hujan,Normal
12/14/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,30.9,77,0,8.5,2,Tidak Hujan,Normal
12/15/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,30.8,73,0,9.1,2,Tidak Hujan,Normal
12/16/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,30.5,69,0,7.5,3,Tidak Hujan,Normal
12/17/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,30.4,72,0,9.2,2,Tidak Hujan,Normal
12/18/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,30.7,72,0,9.3,3,Tidak Hujan,Normal
12/19/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,30.3,67,0,9.2,3,Tidak Hujan,Normal
12/20/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,30.2,66,0,7.8,2,Tidak Hujan,Normal
12/21/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,30.1,69,0,9.2,2,Tidak Hujan,Normal
12/22/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,30,74,0,9.4,2,Tidak Hujan,Normal
12/23/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,31,72,0,3.9,2,Tidak Hujan,Normal
12/24/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,30.7,73,0,7.2,2,Tidak Hujan,Normal
12/25/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,29,80,0,6.2,1,Tidak Hujan,Normal
12/26/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,28.8,82,0,6.2,1,Tidak Hujan,Normal
12/27/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,29.4,80,0,0,1,Tidak Hujan,Normal
12/28/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,30.4,78,0,4.5,2,Tidak Hujan,Normal
12/29/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,29.8,79,0,8.4,1,Tidak Hujan,Normal
12/30/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,29.7,79,0,4.6,1,Tidak Hujan,Normal
12/31/2023,31.72,Jakarta Utara,Stasiun Meteorologi Maritim Tanjung Priok,29.1,80,0.2,3.1,2,Hujan Sedang,Normal
1/1/2023,32.73,Bandung,Stasiun Geofisika Bandung,22.6,83,5.2,0.2,1,Hujan Sedang,Normal
1/2/2023,32.73,Bandung,Stasiun Geofisika Bandung,23.8,75,0,3.3,2,Tidak Hujan,Normal
